course_id,title,url,is_paid,price,subscribers,reviews,lectures,level,duration,published_timestamp,subject,provider,rating,description,skills,text_for_tfidf
955748,Trading for Beginners - Entry Level,https://www.udemy.com/trading-for-beginners-tier-1/,False,0,5077,256,16,Beginner Level,1.5,2016-10-03T22:21:54Z,Business Finance,Udemy,,,Business Finance,trading for beginners - entry level business finance
49798,Bitcoin or How I Learned to Stop Worrying and Love Crypto,https://www.udemy.com/bitcoin-or-how-i-learned-to-stop-worrying-and-love-crypto/,False,0,65576,936,24,All Levels,8.0,2013-04-20T02:25:22Z,Business Finance,Udemy,,,Business Finance,bitcoin or how i learned to stop worrying and love crypto business finance
429662,Trend Following Stocks: A Complete Trading System,https://www.udemy.com/trend-following/,True,95,1202,76,64,Expert Level,3.5,2015-03-23T17:03:31Z,Business Finance,Udemy,,,Business Finance,trend following stocks: a complete trading system business finance
97338,Forex Basics,https://www.udemy.com/forex-basics/,False,0,22344,712,26,Beginner Level,3.5,2013-10-16T17:40:23Z,Business Finance,Udemy,,,Business Finance,forex basics business finance
510178,Accounting Bank Reconciliation Statement (College Level),https://www.udemy.com/bankreconciliationstatement/,True,20,2189,4,16,All Levels,1.5,2015-05-25T19:46:32Z,Business Finance,Udemy,,,Business Finance,accounting bank reconciliation statement (college level) business finance
1002282,Bitcoin - Ethereum: Trading -Watch me manage my own account!,https://www.udemy.com/bitcoin-tips/,True,165,431,58,22,All Levels,2.5,2016-11-12T04:22:59Z,Business Finance,Udemy,,,Business Finance,bitcoin - ethereum: trading -watch me manage my own account! business finance
706670,FOREX : Learn Technical Analysis,https://www.udemy.com/learn-technical-analysis-from-beginner-to-pro/,True,200,1199,37,79,All Levels,18.0,2016-01-01T19:04:07Z,Business Finance,Udemy,,,Business Finance,forex : learn technical analysis business finance
275294,FastTrack to Stock Trading Strategies,https://www.udemy.com/fasttrack-to-stock-trading-strategies/,True,25,5685,5,12,All Levels,3.5,2014-08-05T18:24:18Z,Business Finance,Udemy,,,Business Finance,fasttrack to stock trading strategies business finance
594936,Algorithmic futures trading - Investing with no experience,https://www.udemy.com/algorithmic-futures-trading/,True,195,1512,23,19,All Levels,1.5,2015-09-14T18:24:03Z,Business Finance,Udemy,,,Business Finance,algorithmic futures trading - investing with no experience business finance
521342,Succeed in Forex Even if You Don't Know Where to Start!,https://www.udemy.com/forex-trading-for-beginners-live-fx-examples/,True,200,1806,38,211,Beginner Level,19.5,2015-06-19T22:16:52Z,Business Finance,Udemy,,,Business Finance,succeed in forex even if you don't know where to start! business finance
828740,Hedge Fund Accounting and Valuation,https://www.udemy.com/hedge-fund-accounting-and-valuation/,True,20,668,10,11,All Levels,0.5666666666666667,2016-04-28T16:39:21Z,Business Finance,Udemy,,,Business Finance,hedge fund accounting and valuation business finance
501960,"Binary, Forex, Stock and Bitcoin Trading Strategy",https://www.udemy.com/binary-forex-stock-and-bitcoin-trading-strategy/,False,0,3757,70,14,All Levels,0.6166666666666667,2015-05-28T22:38:25Z,Business Finance,Udemy,,,Business Finance,"binary, forex, stock and bitcoin trading strategy business finance"
486240,2 Easy Steps To Investment And Avoiding Traps,https://www.udemy.com/easy-steps-to-investment/,True,20,828,1,20,All Levels,1.0,2015-04-27T23:18:59Z,Business Finance,Udemy,,,Business Finance,2 easy steps to investment and avoiding traps business finance
869652,Ethereum Course for Investors,https://www.udemy.com/how-to-purchase-store-and-profit-from-ethereuem/,True,40,111,20,11,All Levels,1.0,2016-06-09T04:21:43Z,Business Finance,Udemy,,,Business Finance,ethereum course for investors business finance
1095700,Using Xero for your bookkeeping needs  do beautiful business,https://www.udemy.com/xero-101/,True,95,39,6,28,Beginner Level,1.0,2017-02-27T16:33:33Z,Business Finance,Udemy,,,Business Finance,using xero for your bookkeeping needs  do beautiful business business finance
169662,Capital Market Immersion,https://www.udemy.com/capital-market-immersion/,True,195,613,33,142,All Levels,24.5,2014-02-25T15:43:53Z,Business Finance,Udemy,,,Business Finance,capital market immersion business finance
1041522,Forex Trading :RSI Indicator-A Secret Weapon,https://www.udemy.com/forex-tradinglearn-rsi-indicator-to-trade-like-a-pro/,True,95,57,13,14,All Levels,1.5,2016-12-21T14:44:15Z,Business Finance,Udemy,,,Business Finance,forex trading :rsi indicator-a secret weapon business finance
657130,"Trading Mindset, and Three Steps To Profitable Trading",https://www.udemy.com/trading-mindset-steps-to-profitable-trading/,True,20,246,8,24,Beginner Level,1.5,2015-11-02T20:13:05Z,Business Finance,Udemy,,,Business Finance,"trading mindset, and three steps to profitable trading business finance"
774570,Professional Bookkeeping & Accounting 4:Trial Balance & More,https://www.udemy.com/professional-bookkeeping-accounting-4trial-balance-more/,True,35,83,8,21,All Levels,1.0,2016-03-12T05:06:29Z,Business Finance,Udemy,,,Business Finance,professional bookkeeping & accounting 4:trial balance & more business finance
1078520,"Internal Controls - Design, Implementation and Monitoring",https://www.udemy.com/internal-controls/,True,195,62,6,27,Beginner Level,6.5,2017-03-20T18:42:56Z,Business Finance,Udemy,,,Business Finance,"internal controls - design, implementation and monitoring business finance"
999262,Forex online live trading system (Special Offer),https://www.udemy.com/forex-trading-i-will-show-you-how-to-get-profit/,True,200,31,8,34,All Levels,5.5,2016-11-07T14:51:41Z,Business Finance,Udemy,,,Business Finance,forex online live trading system (special offer) business finance
100526,Winning Options Trading System,https://www.udemy.com/winning-options-trading-system/,True,105,367,11,24,All Levels,7.5,2013-10-09T21:12:00Z,Business Finance,Udemy,,,Business Finance,winning options trading system business finance
513046,Learn The ABC's Of Investing And Understanding True Financial Value,https://www.udemy.com/investing-101-guide/,True,20,3,0,8,All Levels,1.5,2015-06-01T22:47:06Z,Business Finance,Udemy,,,Business Finance,learn the abc's of investing and understanding true financial value business finance
309854,How to invest in Russian equity market,https://www.udemy.com/how-to-invest-in-russian-equity-market/,True,30,3,0,12,Intermediate Level,1.5,2015-09-15T18:28:43Z,Business Finance,Udemy,,,Business Finance,how to invest in russian equity market business finance
580068,Handle difficult questions the bank manager will ask you,https://www.udemy.com/handle-difficult-questions-the-bank-manager-will-ask-you/,True,20,2,0,12,All Levels,1.0,2015-09-04T20:03:24Z,Business Finance,Udemy,,,Business Finance,handle difficult questions the bank manager will ask you business finance
304410,Credit Control Procedures,https://www.udemy.com/credit-control/,True,20,3,0,6,All Levels,0.5666666666666667,2014-09-22T03:58:46Z,Business Finance,Udemy,,,Business Finance,credit control procedures business finance
782256,FMT: Forex Market Trader Certificate,https://www.udemy.com/fmtcertificate/,True,20,1,0,27,All Levels,2.0,2016-03-17T17:43:59Z,Business Finance,Udemy,,,Business Finance,fmt: forex market trader certificate business finance
826912,Six Stage Negotiation,https://www.udemy.com/six-stage-negotiation-for-cash-collection/,True,30,1,0,21,All Levels,2.5,2016-05-11T17:08:03Z,Business Finance,Udemy,,,Business Finance,six stage negotiation business finance
313512,Financial Reporting - Fundamentals/Basics,https://www.udemy.com/financial-reporting-fundamentals/,True,20,2,0,28,Beginner Level,2.5,2014-11-08T02:53:57Z,Business Finance,Udemy,,,Business Finance,financial reporting - fundamentals/basics business finance
759262,Decide whether to Invest in a Business ,https://www.udemy.com/decide-whether-to-invest-in-a-business/,True,20,1,0,43,Beginner Level,1.0,2016-02-15T17:33:49Z,Business Finance,Udemy,,,Business Finance,decide whether to invest in a business  business finance
359926,UK Tax Returns with HMRC,https://www.udemy.com/corporation-tax-returns-hmrc/,True,40,2,0,11,Beginner Level,1.0,2016-04-05T15:48:32Z,Business Finance,Udemy,,,Business Finance,uk tax returns with hmrc business finance
591724,Financial Market Environment & Investment Strategies,https://www.udemy.com/financial-market-environment-investment-strategies/,True,105,1,0,25,All Levels,1.5,2017-06-20T02:29:09Z,Business Finance,Udemy,,,Business Finance,financial market environment & investment strategies business finance
533458,How to Obtain a Business Loan,https://www.udemy.com/how-to-obtain-a-business-loan/,True,20,1,1,12,All Levels,0.5666666666666667,2015-11-17T19:17:56Z,Business Finance,Udemy,,,Business Finance,how to obtain a business loan business finance
1064904,Evolution and Features of ETFs,https://www.udemy.com/evolution-and-features-of-etfs/,True,100,0,0,10,All Levels,0.7166666666666667,2017-04-03T22:17:10Z,Business Finance,Udemy,,,Business Finance,evolution and features of etfs business finance
484134,Cost Accounting Operating Costing(Professional Course Level),https://www.udemy.com/operating-costing/,True,20,731,2,8,All Levels,1.0,2015-04-24T00:21:44Z,Business Finance,Udemy,,,Business Finance,cost accounting operating costing(professional course level) business finance
1046940,Trade RSI Breakout Strategy: Great Risk/Reward Ratio (Forex),https://www.udemy.com/trade-rsi-breakout-strategy-great-riskreward-ratio-forex/,True,200,66,12,19,All Levels,2.0,2017-05-01T19:56:30Z,Business Finance,Udemy,,,Business Finance,trade rsi breakout strategy: great risk/reward ratio (forex) business finance
1107954,"Day trading strategy for all level, with 72% success rate",https://www.udemy.com/1-shot-1kill/,True,95,51,9,15,All Levels,0.5333333333333333,2017-03-02T16:25:56Z,Business Finance,Udemy,,,Business Finance,"day trading strategy for all level, with 72% success rate business finance"
455452,"Accounting, Finance and Banking - A Comprehensive Study",https://www.udemy.com/accounting-finance-and-banking-a-comprehensive-study/,True,180,507,36,395,All Levels,33.0,2015-03-26T18:01:39Z,Business Finance,Udemy,,,Business Finance,"accounting, finance and banking - a comprehensive study business finance"
1263966,Advanced Technical Analysis PART1!,https://www.udemy.com/advanced-technical-analysis-part1/,True,100,9,1,19,Intermediate Level,3.0,2017-06-27T22:00:27Z,Business Finance,Udemy,,,Business Finance,advanced technical analysis part1! business finance
658766,Advanced Financial Management for CA / CS / CFA /CPA Exams,https://www.udemy.com/advanced-financial-management-a-comprehensive-study/,True,150,375,15,194,All Levels,24.5,2015-11-03T18:22:32Z,Business Finance,Udemy,,,Business Finance,advanced financial management for ca / cs / cfa /cpa exams business finance
927442,Learn the Foundations of Stocks and Options,https://www.udemy.com/learn-how-to-trade-stocks-and-options/,True,50,80,18,63,Beginner Level,7.5,2016-08-11T21:18:34Z,Business Finance,Udemy,,,Business Finance,learn the foundations of stocks and options business finance
972126,Forex Trading Masterclass - Learn To Trade Better,https://www.udemy.com/forex-market-masterclass/,True,200,152,7,30,All Levels,3.0,2016-10-09T21:19:54Z,Business Finance,Udemy,,,Business Finance,forex trading masterclass - learn to trade better business finance
1031696,Introduction to Accounting - Analyzing Financial Statements,https://www.udemy.com/introduction-to-accounting-analyzing-financial-statements/,True,60,37,15,12,Intermediate Level,1.0,2016-12-13T21:12:10Z,Business Finance,Udemy,,,Business Finance,introduction to accounting - analyzing financial statements business finance
742106,Credit Risk Analysis,https://www.udemy.com/credit-specific-analysis/,True,20,194,24,19,Intermediate Level,3.5,2016-01-28T22:09:01Z,Business Finance,Udemy,,,Business Finance,credit risk analysis business finance
355374,Fund Flow Analysis for CA / CFA / CPA Exams,https://www.udemy.com/learn-fund-flow-analysis/,True,25,1184,2,7,Intermediate Level,1.5,2014-11-28T11:43:27Z,Business Finance,Udemy,,,Business Finance,fund flow analysis for ca / cfa / cpa exams business finance
529828,Python for Trading & Investing,https://www.udemy.com/python-for-trading-investing/,True,95,638,25,36,All Levels,5.0,2015-06-17T22:23:31Z,Business Finance,Udemy,,,Business Finance,python for trading & investing business finance
538560,Stocks For Beginners - A Guide To Investing,https://www.udemy.com/stocks-for-beginners-a-guide-to-investing/,True,20,64,15,14,Beginner Level,1.0,2015-07-17T19:16:47Z,Business Finance,Udemy,,,Business Finance,stocks for beginners - a guide to investing business finance
994666,Intro to Impact Investing,https://www.udemy.com/intro-to-impact-investing/,True,200,44,4,12,Beginner Level,0.5333333333333333,2016-11-08T17:02:08Z,Business Finance,Udemy,,,Business Finance,intro to impact investing business finance
389108,Stock Market - Swing Trading Strategies for Wall Street,https://www.udemy.com/get-rich-to-a-millions-using-swing-trading-strategies/,True,50,814,9,5,All Levels,1.0,2015-01-09T04:22:24Z,Business Finance,Udemy,,,Business Finance,stock market - swing trading strategies for wall street business finance
38456,Essential Options: Strategies for Mastering the Stock Market,https://www.udemy.com/essentialoptions/,True,50,211,9,27,Intermediate Level,5.0,2013-03-06T05:28:43Z,Business Finance,Udemy,,,Business Finance,essential options: strategies for mastering the stock market business finance
282050,The Day Trader: Learn to Trade The Stock Market and Forex,https://www.udemy.com/day-trading-course/,True,20,768,23,54,All Levels,10.5,2014-08-21T17:18:12Z,Business Finance,Udemy,,,Business Finance,the day trader: learn to trade the stock market and forex business finance
607800,Introduction To The World Of Equity Finance,https://www.udemy.com/equity-finance-basics/,True,20,29,9,32,All Levels,2.0,2015-12-08T17:12:06Z,Business Finance,Udemy,,,Business Finance,introduction to the world of equity finance business finance
832410,Stock Technical Analysis with Excel,https://www.udemy.com/stock-technical-analysis-with-excel/,True,50,156,16,41,All Levels,7.0,2016-04-28T18:22:49Z,Business Finance,Udemy,,,Business Finance,stock technical analysis with excel business finance
779000,Beginners Forex strategy,https://www.udemy.com/beginners-forex-strategy/,False,0,2144,47,20,Beginner Level,1.0,2016-03-18T15:07:45Z,Business Finance,Udemy,,,Business Finance,beginners forex strategy business finance
180372,Mortgage Backed Securities,https://www.udemy.com/mortgage-backed-securities/,True,50,376,29,21,All Levels,3.5,2014-03-13T12:47:09Z,Business Finance,Udemy,,,Business Finance,mortgage backed securities business finance
429952,The Complete Financial Model Builder Course-Build 7 Models,https://www.udemy.com/the-complete-financial-model-builder-course-build-7-models/,True,75,214,20,88,All Levels,9.0,2015-03-19T19:00:23Z,Business Finance,Udemy,,,Business Finance,the complete financial model builder course-build 7 models business finance
172898,Fundamental Financial Math,https://www.udemy.com/fundamental-financial-math/,True,50,406,13,15,All Levels,2.5,2014-03-04T19:36:43Z,Business Finance,Udemy,,,Business Finance,fundamental financial math business finance
180360,Equity Swaps,https://www.udemy.com/equity-swaps/,True,50,394,25,18,All Levels,3.0,2014-03-13T22:12:01Z,Business Finance,Udemy,,,Business Finance,equity swaps business finance
713416,Proven Methods In Trading Candlestick Patterns,https://www.udemy.com/candlestick-patterns-winning-the-day-trading-game/,True,75,438,10,22,All Levels,1.5,2016-02-12T23:44:27Z,Business Finance,Udemy,,,Business Finance,proven methods in trading candlestick patterns business finance
407658,Read financial statements as a stock investor,https://www.udemy.com/read-financial-statements-to-be-a-stock-investor/,True,20,56,8,18,Beginner Level,2.0,2015-07-10T19:32:16Z,Business Finance,Udemy,,,Business Finance,read financial statements as a stock investor business finance
572992,Investing: How to Fix Hidden Flaws Inside Your Portfolio,https://www.udemy.com/investing-how-to-fix-hidden-flaws-inside-your-portfolio/,True,195,58,8,14,All Levels,1.0,2015-12-03T02:30:13Z,Business Finance,Udemy,,,Business Finance,investing: how to fix hidden flaws inside your portfolio business finance
192724,Certificate Program in Financial Accounting,https://www.udemy.com/certificate-program-in-financial-accounting/,True,50,1047,3,20,All Levels,4.5,2014-04-24T10:56:31Z,Business Finance,Udemy,,,Business Finance,certificate program in financial accounting business finance
469526,Trading Biotech Stocks - Understanding the Healthcare Sector,https://www.udemy.com/trading-biotech-stocks/,True,55,166,17,16,All Levels,1.5,2015-04-24T21:22:27Z,Business Finance,Udemy,,,Business Finance,trading biotech stocks - understanding the healthcare sector business finance
854764,Indian Contract Act 1872: Must for all Finance Professionals,https://www.udemy.com/indian-contract-act-1872must-know-for-finance-professionals/,True,20,605,3,14,All Levels,1.0,2016-05-20T17:19:02Z,Business Finance,Udemy,,,Business Finance,indian contract act 1872: must for all finance professionals business finance
754524,Fundraising Success: The Art & Science of Major Gifts,https://www.udemy.com/fundraising-success-the-art-science-of-major-gifts/,True,50,38,9,25,Intermediate Level,2.5,2016-05-27T17:16:58Z,Business Finance,Udemy,,,Business Finance,fundraising success: the art & science of major gifts business finance
851288,Smart Trading Techniques for Safe & Consistent Weekly Result,https://www.udemy.com/smart-trading-techniques-for-safe-consistent-weekly-result/,True,100,46,11,24,Intermediate Level,2.5,2016-05-24T04:57:49Z,Business Finance,Udemy,,,Business Finance,smart trading techniques for safe & consistent weekly result business finance
363058,Technical Trading and Investing Made Easy,https://www.udemy.com/technical-trading-and-investing-made-easy/,True,40,217,7,27,Intermediate Level,1.5,2014-12-24T22:46:08Z,Business Finance,Udemy,,,Business Finance,technical trading and investing made easy business finance
700080,Budgeting for Business,https://www.udemy.com/budgeting-for-business/,True,40,78,22,25,All Levels,2.5,2016-01-11T20:46:47Z,Business Finance,Udemy,,,Business Finance,budgeting for business business finance
637452,Complete Guide to Business Loans,https://www.udemy.com/complete-guide-to-business-loans/,True,30,35,4,35,Beginner Level,1.5,2015-12-04T05:11:46Z,Business Finance,Udemy,,,Business Finance,complete guide to business loans business finance
360916,Hot Trading Investing Strategy: ETF and Futures,https://www.udemy.com/learn-to-trade-stocks-and-futures-with-profitable-strategy/,True,50,80,10,13,All Levels,2.5,2014-12-08T07:07:22Z,Business Finance,Udemy,,,Business Finance,hot trading investing strategy: etf and futures business finance
375594,Financial Management - A Complete Study,https://www.udemy.com/financial-management-a-complete-study/,True,190,1941,128,527,All Levels,71.5,2014-12-22T16:57:30Z,Business Finance,Udemy,,,Business Finance,financial management - a complete study business finance
703770,MQL4 Programming for Traders: Build Robust Trading Robots!,https://www.udemy.com/algorithmic-trading-bootcamp-metatrader4/,True,195,1367,33,74,All Levels,7.0,2016-02-22T00:31:08Z,Business Finance,Udemy,,,Business Finance,mql4 programming for traders: build robust trading robots! business finance
602032,Ultimate Stock Market Investing: Learn How to Value Stocks,https://www.udemy.com/stock-investing/,True,50,1519,40,46,All Levels,3.5,2015-11-03T00:09:31Z,Business Finance,Udemy,,,Business Finance,ultimate stock market investing: learn how to value stocks business finance
475032,Collection of Advanced Options concepts for Options traders,https://www.udemy.com/advanced-options-concepts-for-options-stock-traders/,True,40,2025,34,9,Expert Level,1.0,2015-04-13T23:02:21Z,Business Finance,Udemy,,,Business Finance,collection of advanced options concepts for options traders business finance
925854,No Bull Investing: Investing 101 For Financial Freedom,https://www.udemy.com/no-bull-investing-investing-101-for-financial-freedom/,True,100,1213,12,25,Beginner Level,6.5,2017-03-13T22:53:07Z,Business Finance,Udemy,,,Business Finance,no bull investing: investing 101 for financial freedom business finance
895936,Financial Modeling - Build Your Own 3 Statement Projection,https://www.udemy.com/financial-modelling-build-your-own-3-statement-projection/,True,20,1092,48,13,Beginner Level,1.0,2016-07-05T20:58:26Z,Business Finance,Udemy,,,Business Finance,financial modeling - build your own 3 statement projection business finance
399170,Small Business Owners: Drive a Productive Business and Grow,https://www.udemy.com/small-business-owners-drive-a-productive-business-and-grow/,True,20,5099,2,15,Beginner Level,3.0,2015-01-20T21:39:42Z,Business Finance,Udemy,,,Business Finance,small business owners: drive a productive business and grow business finance
593460,Successful Day Trading with Fibonacci,https://www.udemy.com/use-fibonacci-on-thinkorswim-to-day-trade/,True,200,869,135,11,All Levels,2.0,2015-08-31T19:54:34Z,Business Finance,Udemy,,,Business Finance,successful day trading with fibonacci business finance
1225564,Short Straddles - Exploit Earnings Option Volatility Crush,https://www.udemy.com/short-straddles-exploit-option-volatility-crush/,True,60,59,8,7,Expert Level,0.5833333333333334,2017-05-24T14:45:31Z,Business Finance,Udemy,,,Business Finance,short straddles - exploit earnings option volatility crush business finance
774174,Bitcoin For Beginners: Your Quick Start Guide To Bitcoin,https://www.udemy.com/bitcoin-podcast/,False,0,10670,444,15,All Levels,1.0,2016-03-03T21:03:33Z,Business Finance,Udemy,,,Business Finance,bitcoin for beginners: your quick start guide to bitcoin business finance
294292,Technical Analysis 101: Ten Primary Candlestick Reversals,https://www.udemy.com/trading-stocks-successfully-01-ten-primary-reversal-patterns/,True,95,1741,85,84,All Levels,7.0,2014-10-05T16:09:30Z,Business Finance,Udemy,,,Business Finance,technical analysis 101: ten primary candlestick reversals business finance
189160,Financial Analysis:  A Recipe for Success,https://www.udemy.com/financial-analysis-a-recipe-for-success/,False,0,19614,635,14,All Levels,1.5,2014-04-23T15:10:52Z,Business Finance,Udemy,,,Business Finance,financial analysis:  a recipe for success business finance
1000136,"Basics of Fixed Income Valuation, CFA Level I 2017 Prep",https://www.udemy.com/basics-of-fixed-income-valuation-cfa-level-i-2017-prep/,True,20,4,0,14,Beginner Level,3.5,2017-01-28T16:47:51Z,Business Finance,Udemy,,,Business Finance,"basics of fixed income valuation, cfa level i 2017 prep business finance"
1232382,Intro to Financial Statement Audits,https://www.udemy.com/intro-financial-statement-audits/,True,50,1,0,9,Intermediate Level,1.5,2017-06-29T18:09:01Z,Business Finance,Udemy,,,Business Finance,intro to financial statement audits business finance
1058530,"How to Get Growing, Passive Income from the Fortune 500!",https://www.udemy.com/how-to-get-growing-passive-income-from-the-fortune-500/,True,25,4,0,12,All Levels,1.0,2017-01-19T16:07:18Z,Business Finance,Udemy,,,Business Finance,"how to get growing, passive income from the fortune 500! business finance"
994118,Managing Budgets in the Public and Non Profit Sector,https://www.udemy.com/managing-budgets-in-the-public-and-non-profit-sector/,True,95,4,0,20,All Levels,2.0,2017-06-22T20:28:25Z,Business Finance,Udemy,,,Business Finance,managing budgets in the public and non profit sector business finance
621014,System of Asset Management for Professionals (SAMP),https://www.udemy.com/professional_asset_management_system/,True,50,8,1,8,Expert Level,1.0,2015-09-25T21:59:24Z,Business Finance,Udemy,,,Business Finance,system of asset management for professionals (samp) business finance
673750,How to invest in Forex Trading & add an additional income,https://www.udemy.com/forex-truth-fundamentals-and-understanding/,True,50,8,2,14,All Levels,2.0,2015-11-21T20:47:58Z,Business Finance,Udemy,,,Business Finance,how to invest in forex trading & add an additional income business finance
390510,Tax made simple for Limited Company Owners and Contractors,https://www.udemy.com/tax-made-simple-for-limited-company-owners-and-contractors/,True,50,11,0,57,All Levels,3.0,2015-02-18T11:50:46Z,Business Finance,Udemy,,,Business Finance,tax made simple for limited company owners and contractors business finance
282044,Introduction to the 8 Pillars for Accountants,https://www.udemy.com/8-pillars-for-accountants-introduction/,True,20,18,0,33,Beginner Level,0.6166666666666667,2014-08-16T17:37:15Z,Business Finance,Udemy,,,Business Finance,introduction to the 8 pillars for accountants business finance
118836,FX Trading for Beginners,https://www.udemy.com/fx-trading-for-beginners/,True,20,16,0,22,All Levels,1.5,2013-12-01T04:10:23Z,Business Finance,Udemy,,,Business Finance,fx trading for beginners business finance
849632,Write a Successful Business Grant Proposal,https://www.udemy.com/write-a-successful-business-grant-proposal/,True,20,6,0,23,Beginner Level,2.5,2016-07-10T17:11:15Z,Business Finance,Udemy,,,Business Finance,write a successful business grant proposal business finance
904240,A Guide To Trade Binary Options Like An Expert,https://www.udemy.com/a-guide-to-trade-binary-options-like-an-expert/,True,55,4,0,21,All Levels,1.0,2016-07-18T21:48:10Z,Business Finance,Udemy,,,Business Finance,a guide to trade binary options like an expert business finance
1165780,Ratio analysis for bankers and credit analysts,https://www.udemy.com/ratio-analysis-for-bankers-and-credit-analysts/,True,20,1,0,13,Beginner Level,3.0,2017-04-12T16:55:26Z,Business Finance,Udemy,,,Business Finance,ratio analysis for bankers and credit analysts business finance
304424,Numbers for the  Business Plan,https://www.udemy.com/numbers-for-the-business-plan/,True,20,210,1,12,All Levels,1.5,2014-09-22T05:12:53Z,Business Finance,Udemy,,,Business Finance,numbers for the  business plan business finance
1246684,Dash Crypto Currency Technical and Trading Overview Bootcamp,https://www.udemy.com/introduction-to-dash-crypto-currency-technical-overview/,True,20,4,1,14,All Levels,1.0,2017-06-19T21:59:42Z,Business Finance,Udemy,,,Business Finance,dash crypto currency technical and trading overview bootcamp business finance
591880,1 - Concepts of Statistics For Beginners Step by Step,https://www.udemy.com/concepts-of-statistics/,True,200,273,4,15,Beginner Level,0.5166666666666666,2015-08-30T22:48:34Z,Business Finance,Udemy,,,Business Finance,1 - concepts of statistics for beginners step by step business finance
155616,4. Ordinary Simple Annuities: The Basics,https://www.udemy.com/ordinary-simple-annuities-the-basics/,True,20,237,1,17,All Levels,1.5,2014-01-31T22:27:11Z,Business Finance,Udemy,,,Business Finance,4. ordinary simple annuities: the basics business finance
1185936,الدروس التعليمية لسوق الفوركس والأسواق المالية الأخرى,https://www.udemy.com/arabic-forex-education-by-pforex/,False,0,368,3,69,All Levels,20.5,2017-04-25T15:02:33Z,Business Finance,Udemy,,,Business Finance,الدروس التعليمية لسوق الفوركس والأسواق المالية الأخرى business finance
65802,Financial Risk Manager (FRM) Certification: Level II,https://www.udemy.com/financial-risk-manager-frm-certification-level-ii/,True,50,86,7,87,All Levels,47.0,2013-07-24T03:18:38Z,Business Finance,Udemy,,,Business Finance,financial risk manager (frm) certification: level ii business finance
229360,Level 1 2014 CFA® Program – Corporate Finance,https://www.udemy.com/level-1-2014-cfa-program-corporate-finance/,True,40,204,1,18,All Levels,3.0,2014-06-21T05:43:33Z,Business Finance,Udemy,,,Business Finance,level 1 2014 cfa® program – corporate finance business finance
159388,3. Compound Interest ,https://www.udemy.com/compound-interest/,True,20,570,2,21,All Levels,2.0,2014-02-11T18:06:18Z,Business Finance,Udemy,,,Business Finance,3. compound interest  business finance
172298,8. Amortization Schedules,https://www.udemy.com/amortization-schedules/,True,20,225,1,5,All Levels,1.0,2014-03-19T18:30:55Z,Business Finance,Udemy,,,Business Finance,8. amortization schedules business finance
570996,Finance Fundamentals for Non Finance Leaders,https://www.udemy.com/finance-fundamentals-for-business-leaders/,True,20,37,7,15,All Levels,1.0,2015-08-04T21:56:58Z,Business Finance,Udemy,,,Business Finance,finance fundamentals for non finance leaders business finance
944594,Strategy layout and Backtesting,https://www.udemy.com/strategy-layout-and-backtesting/,True,200,36,2,24,Expert Level,4.0,2016-09-21T19:36:22Z,Business Finance,Udemy,,,Business Finance,strategy layout and backtesting business finance
81064,Easy Forex and Futures Trading,https://www.udemy.com/easy-forex-and-futures-trading/,True,100,218,5,66,All Levels,14.5,2013-12-31T01:22:44Z,Business Finance,Udemy,,,Business Finance,easy forex and futures trading business finance
364034,Finanzas y Análisis Financiero: Manejo Seguro de Negocios,https://www.udemy.com/finanzas-y-analisis-financiero-manejo-seguro-de-negocios/,True,20,50,18,13,Beginner Level,1.5,2014-12-16T03:10:02Z,Business Finance,Udemy,,,Business Finance,finanzas y análisis financiero: manejo seguro de negocios business finance
119276,Aprende a hacer paper trading (simulación) con Ninja Trader,https://www.udemy.com/aprende-a-hacer-paper-trading-simulacion-con-ninja-trader/,True,25,148,3,15,Beginner Level,1.5,2013-11-15T17:53:03Z,Business Finance,Udemy,,,Business Finance,aprende a hacer paper trading (simulación) con ninja trader business finance
753610,Trading mit kleinen Konten - Grundlagen die du kennen musst,https://www.udemy.com/werden-sie-privater-trader-im-forex-cfd-oder-rohstoffmarkt/,True,80,74,4,20,Beginner Level,3.5,2017-03-29T00:06:21Z,Business Finance,Udemy,,,Business Finance,trading mit kleinen konten - grundlagen die du kennen musst business finance
616564,entiende la contabilidad y consigue un aumento de salario,https://www.udemy.com/fundamentos_de_contabilidad_foli/,True,20,260,18,17,Beginner Level,1.5,2015-09-23T15:25:09Z,Business Finance,Udemy,,,Business Finance,entiende la contabilidad y consigue un aumento de salario business finance
596026,Trade for Profit: Find-Trade Stocks Successfully Arabic عربي,https://www.udemy.com/trading-stocks-successfully-stock-trading-introduction-arabic/,True,95,299,5,65,All Levels,2.5,2015-11-12T00:51:16Z,Business Finance,Udemy,,,Business Finance,trade for profit: find-trade stocks successfully arabic عربي business finance
1264512,Trading Forex  - L'analyse des volumes,https://www.udemy.com/trading-forex-lanalyse-des-volumes/,True,70,4,3,13,All Levels,2.0,2017-06-29T21:32:21Z,Business Finance,Udemy,,,Business Finance,trading forex  - l'analyse des volumes business finance
499504,Disminuye deudas en tu hogar en menos de 30 días,https://www.udemy.com/disminuye-deudas-en-tu-hogar/,True,20,65,3,15,Beginner Level,1.5,2015-05-19T22:25:23Z,Business Finance,Udemy,,,Business Finance,disminuye deudas en tu hogar en menos de 30 días business finance
